,id,full_name,birthdate,gender,faction,faction_start,faction_end,profession,district_number,district_name,mandate,clean_handle,text,date,sentiment_score,sentiment_class,week_start
10,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Toller Thread meiner Kollegin .bsky.social dazu, wie wir unsere Flusslandschaften wieder naturnah gestalten können und damit auch eine Antwort auf zukünftige Extremwetterereignisse geben können. Lesenswert!",2024-06-01 10:06:14.369,4.935055824154055,positive,2024-05-27
11,11002746,Cem Özdemir,1965-12-21,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Sozialpädagoge,258.0,Stuttgart I,Direktwahl,oezdemir.de,"Vielen Dank an die Einsatzkräfte, die gerade alles geben, um die Auswirkungen des starken Regens möglichst gering zu halten. Bitte informiert Euch über die Lage bei Euch vor Ort, begebt Euch nicht in Gefahr, folgt den Empfehlungen und Anweisungen. #Hochwasser",2024-06-01 11:34:02.000,1.925049251005705,neutral,2024-05-27
12,11004088,Caren Lay,1972-12-11,weiblich,Die LINKE,2024-02-02,2025-03-25,Dipl.-Soziologin,156.0,Bautzen I,Landesliste,carenlay.bsky.social,"#Mietenwahnsinn: Potsdam +31 % Berlin +27 % Prignitz +15 %, Bundesschnitt + 7,3%. Traurige Ergebnisse meiner neuen Anfrage. Wir brauchen endlich einen #Mietenstop! Und mehr Druck: kommt zur #Mietendemo",2024-06-01 11:36:52.363,-5.83950665689521,negative,2024-05-27
13,11005065,Dr. Jan-Niclas Gesenhues,1990-02-12,männlich,Grünen,2021-10-26,2025-03-25,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,"Katastrophenfall für mehrere Regionen in Deutschland. Danke allen Helferinnen und Helfern, die gerade im Einsatz sind. Ihren Anweisungen sollte gefolgt werden, um sich und andere nicht in Gefahr zu bringen. Gefahren durch Extremwetter und #Hochwasser sind nicht zu unterschätzen.",2024-06-01 12:32:36.472,-2.715570508721889,neutral,2024-05-27
14,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,Heute wäre ein guter Tag mal über ökologischen Hochwasserschutz zu sprechen. Stattdessen machen CSU und CDU Wahlkampf gegen das Nature Restoration Law. Diese Politik gegen die Natur sollte bei der Europawahl nicht auch noch belohnt werden!,2024-06-01 16:11:59.893,-5.404195775408734,negative,2024-05-27
15,11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2021-10-26,2025-03-25,,262.0,Nürtingen,Landesliste,matthias-gastel.de,Mehr als 60 neue Listen für die Kommunalwahl in Baden-Württemberg. Gute Ausgangslage für mehr Grüne in der Kommunalpolitik!,2024-06-01 16:17:46.091,1.374453639376074,neutral,2024-05-27
16,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Heute tritt die neue #Chancenkarte endlich in Kraft! Für Chancen in der Grünen Transformation, im Handwerk und in der Pflege! Wir senken die Hürden für Arbeitskrafte aus dem Ausland und werten Berufserfahrung auf.",2024-06-01 17:14:58.347,0.6977960199397684,neutral,2024-05-27
17,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Wir fördern ausländische Studierende und Auszubildende. Und wir machen das Zuwanderungsrecht familienfreundlicher, damit Integration von Anfang an gelingt! #FEG #Fachkräfteeinwanderungsgesetz",2024-06-01 17:15:17.233,1.0125592124185772,neutral,2024-05-27
18,11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2021-10-26,2025-03-25,,262.0,Nürtingen,Landesliste,matthias-gastel.de,Ich wünsche dem Kollegen gute Genesung!,2024-06-01 17:31:48.137,5.15375997412704,positive,2024-05-27
19,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Eine Partei wie die CSU, die jetzt im Europawahlkampf Nein zum Verbrenner-Aus sagt, sagt auch Ja zur Klimakatastrophe.",2024-06-01 21:08:27.479,-3.0812418488720423,neutral,2024-05-27
20,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Eine Woche noch bis zur Europawahl: Nach dem #Hochwasser ist klar, dass wir mehr Natur- und Klimaschutz brauchen und keine Rückabwicklung des Green Deal.",2024-06-02 07:20:33.259,-2.2208304805254624,neutral,2024-05-27
21,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Heute jährt sich zum fünften Mal der Tag der Ermordung des Kasseler Regierungspräsidenten Walter #Lübcke. Wir haben im Bundestag immer wieder betont, dass wir #Rechtsextremismus mit allen uns zur Verfügung stehenden Mitteln bekämpfen müssen. 1/3",2024-06-02 07:50:30.019,-1.3017413575491357,neutral,2024-05-27
22,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Ein wichtiges Zeichen ist auch das Gedenken an Walter Lübcke, der sich in der Zeit der großen Fluchtbewegungen 2015 durch seine Gradlinigkeit auszeichnete und deshallo ins Visier seiner rechtsextremen Mörder geriet. 2/3",2024-06-02 07:50:55.008,-0.5301429055234731,neutral,2024-05-27
23,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,Halten wir Herr Lübckes Vermächtnis in Ehren und kämpfen wir weiter für eine starke demokratische Gesellschaft. 3/3,2024-06-02 07:51:32.622,2.5835640992450726,neutral,2024-05-27
24,11003576,Renate Künast,1955-12-15,weiblich,Grünen,2021-10-26,2025-03-25,Rechtsanwältin,81.0,Berlin-Tempelhof-Schöneberg,Landesliste,renate-kuenast.de,"Meine Gedanken sind heute bei den Angehörigen von Walter Lübcke. Er stand für Menschlichkeit, war ein Demokrat und ließ sich von Rassismus und rechter Hetze nicht einschüchtern. Dieser Mord, dieser Terror nimmt seinen Anfang mit der Hetze im Netz. Stellen wir uns dagegen!",2024-06-02 07:59:35.670,-1.6465054310265295,neutral,2024-05-27
25,11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2021-10-26,2025-03-25,,262.0,Nürtingen,Landesliste,matthias-gastel.de,"Wie Mobilität in ländlichen Räumen ohne Abhängigkeit von eigenem Auto gelingen kann: Mit Reaktivierung stillgelegter Bahn-Strecken wie bspw. der Ablachtalbahn, besseren Bus-Angeboten, Bürgerbussen, Fahrgemeinschaften, Carsharing und sicheren Radwegen.",2024-06-02 08:18:34.873,-1.0826300458694385,neutral,2024-05-27
26,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Wieviele „Jahrhundertfluten“ brauchen wir eigentlich noch, bis es auch die Letzten begreifen, dass wir mit Flächenversiegelung, Flüssebegradigung und unbegrenztem Ausstoß an Treibhausgasen nicht so weitermachen können? Die Antwort heißt: Konsequenter Natur- und Klimaschutz!",2024-06-02 08:49:50.990,-2.656271731137451,neutral,2024-05-27
27,11004117,Beate Müller-Gemmeke,1960-10-07,weiblich,Grünen,2021-10-26,2025-03-25,Dipl. Sozialpädagogin (FH),289.0,Reutlingen,Landesliste,gruenebeate.bsky.social,"„Wir stehen für Werte“ – das ist eine starke Kampagne zur #Europawahl von mehr als 30 Unternehmen. Es ist ein deutliches Signal gegen Hass + Hetze, gegen Populismus + Rechtsextremismus + für eine offene, vielfältige + demokratische Gesellschaft.",2024-06-02 08:54:55.829,-0.799395724917875,neutral,2024-05-27
28,11002746,Cem Özdemir,1965-12-21,männlich,Grünen,2021-10-26,2025-03-25,Dipl.-Sozialpädagoge,258.0,Stuttgart I,Direktwahl,oezdemir.de,"„Es lohnt sich, in unserem Land zu leben. Da muss man für Werte eintreten.“ Vor fünf Jahren wurde Walter Lübcke von einem Rechtsextremisten ermordet. Heute, an seinem Todestag, denke ich an ihn, seine Familie und seinen Mut, für unser Land und seine Werte zu streiten.",2024-06-02 10:04:47.918,-0.1695220087705951,neutral,2024-05-27
29,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Islamisten u Andere, die brutalen Angriff auf Stürzenberger und Polizisten bejubeln, sind Terrorunterstützer. Für mich als Muslimin ist es schwer erträglich, mit solchen Menschen in einem Land leben zu müssen. Islamismus ist Hass und Gewalt und bewirkt nichts anderes als das.",2024-06-02 10:15:56.009,-5.903176638679967,negative,2024-05-27
30,11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2021-10-26,2025-03-25,,262.0,Nürtingen,Landesliste,matthias-gastel.de,"Die Flughafengesellschaft Stuttgart betreibt bereits größere Solarparks. Vor Ort habe ich mich darüber informiert, wie weitere große Flächen für die Erzeugung von Solarstrom genutzt werden sollen. Photovoltaik",2024-06-02 11:10:27.652,-0.21099283541850272,neutral,2024-05-27
31,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Mit NordStream2 hat die GroKo, trotz unzähliger Warnungen aus Europa und den USA, Deutschlands nationale Sicherheit aufs Spiel gesetzt und außerdem Europas größtes fossiles Infrastrukturprojekt vorangetrieben. Dieser Skandal muss endlich aufgeklärt werden!",2024-06-02 11:51:55.964,-5.044656102674395,negative,2024-05-27
32,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,Völlig unverantwortlicher Irrsinn. Konsequenz: Verbrennerfreunde abwählen!,2024-06-02 11:53:11.673,-6.053782626017297,negative,2024-05-27
33,11004353,Dr. Irene Mihalic,1976-11-17,weiblich,Grünen,2021-10-26,2025-03-25,Polizeibeamtin,123.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬,"Wir trauern um den Polizeibeamten, der nach dem Messerangriff in #Mannheim seinen schweren Verletzungen erlegen ist und sind in Gedanken bei den Hinterbliebenen. Der Rechtsstaat wird auf diese Tat mit aller Härte reagieren und den Täter zur Rechenschaft ziehen.",2024-06-02 17:39:05.759,-1.4742980471548863,neutral,2024-05-27
34,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Bei der Bewältigung der Folgen der historischen Hochwasserkatastrophe in Süddeutschland muss auch der Bund helfen. Dem darf auch die Schuldenbremse in ihrer jetzigen, starren Form nicht im Wege stehen.",2024-06-02 20:11:14.762,-2.488285557058858,neutral,2024-05-27
35,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,Der mutige Polizist aus #Mannheim musste den brutalen Angriff eines Islamisten auf Stürzenberger und sich selbst nun mit dem Leben bezahlen. Das ist furchtbar und unerträglich! Ich wünsche den Angehörigen viel Kraft für diese schwere Zeit. Möge er in Frieden ruhen.,2024-06-02 20:26:31.398,-5.062913777737791,negative,2024-05-27
36,11005065,Dr. Jan-Niclas Gesenhues,1990-02-12,männlich,Grünen,2021-10-26,2025-03-25,"Volkswirt, MdB",128.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬,"Nicht Klimaschutz ist teuer. Teuer ist die immer stärkere Häufung von Extremwetter und Katastrophen. Jetzt investieren in Klimaschutz, Klimaanpassung und gesunde Natur rettet Leben und schafft Sicherheit.",2024-06-02 20:52:11.044,-2.2509717509468583,neutral,2024-05-27
37,11004278,Matthias Gastel,1970-12-26,männlich,Grünen,2021-10-26,2025-03-25,,262.0,Nürtingen,Landesliste,matthias-gastel.de,"In Mengen, gelegen an Donautalbahn und Ablachtalbahn, waren wir verkehrspolitisch mit dem #Fahrrad unterwegs. Es ging um Reaktivierung, Bahnübergänge, bessere Bus-Angebote und sichere Wege für den Radverkehr.",2024-06-03 05:11:30.336,-0.6125586325079686,neutral,2024-06-03
38,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Die SZ bringt es auf den Punkt: Wer am Sonntag CSU wählt, stimmt dafür, den Green Deal und damit den ökologischen Hochwasserschutz abzuwickeln.",2024-06-03 06:42:04.956,0.11375509601604748,neutral,2024-06-03
39,11005102,Michael Kellner,1977-05-08,männlich,Grünen,2021-10-26,2025-03-25,Politiker,57.0,Uckermark - Barnim I,Landesliste,mikellner.bsky.social,"Die #Hochwasser |situation in Süddeutschland ist wirklich schrecklich. Meine Gedanken sind bei den Betroffenen und den Einsatzkräften. Jetzt gilt es, sich unterzuhaken und gemeinsam für mehr Schutz vor Katastrophen zu sorgen - für heute aber auch für die Zukunft #Klimakrise",2024-06-03 08:30:26.994,-6.1955028958265395,negative,2024-06-03
40,11005214,Christina-Johanne Schröder,1983-12-06,weiblich,Grünen,2021-10-26,2025-03-25,Sozialwissenschaftlerin,28.0,Delmenhorst - Wesermarsch - Oldenburg-Land,Landesliste,cjschroeder.de,"Das neue Gutachten des Expertenrat für Klimafragen zeigt: Weniger Budget für den Klimaschutz, kaum Fortschritt beim Verkehr und zu wenig Mut im Gebäudesektor wirken sich negativ auf den Klimaschutz aus. 1/2",2024-06-03 08:50:26.735,-3.4038046543398437,neutral,2024-06-03
41,11005214,Christina-Johanne Schröder,1983-12-06,weiblich,Grünen,2021-10-26,2025-03-25,Sozialwissenschaftlerin,28.0,Delmenhorst - Wesermarsch - Oldenburg-Land,Landesliste,cjschroeder.de,"Der Kampf gegen den Klimawandel ist der Kampf für ein sicheres und gutes Leben. Dank Robert Habeck und .de sind wir zum ersten Mal auf Kurs, aber es muss noch mehr passieren. 2/2",2024-06-03 08:51:42.426,0.2283138651022652,neutral,2024-06-03
42,11004263,Katharina Dröge,1984-09-16,weiblich,Grünen,2021-10-26,2025-03-25,Volkswirtin,95.0,Köln III,Landesliste,katharinadroege.bsky.social,"Ich bin bestürzt, dass der Polizeibeamte in #Mannheim seinen schweren Verletzungen erlegen ist. Mein tiefstes Beileid gilt Familie, Freund*innen und Kolleg*innen. Die furchtbare Tat gegen ihn und alle weiteren Verletzten wird mit der Härte des Rechtsstaates verfolgt werden.",2024-06-03 09:10:14.362,-5.036313015749143,negative,2024-06-03
43,11004127,Lisa Paus,1968-09-19,weiblich,Grünen,2021-10-26,2025-03-25,,80.0,Berlin-Charlottenburg-Wilmersdorf,Landesliste,lisapaus.bsky.social,Der Tod des mutigen Polizeibeamten in #Mannheim bestürzt mich zutiefst. Im Einsatz für unsere Sicherheit musste er sein Leben geben. Gewalt - egal aus welchem Spektrum - hat in unserer Demokratie keinen Platz. Unsere Gedanken sind bei seiner Familie und den Hinterbliebenen.,2024-06-03 09:10:24.048,-6.18239099524403,negative,2024-06-03
44,11004117,Beate Müller-Gemmeke,1960-10-07,weiblich,Grünen,2021-10-26,2025-03-25,Dipl. Sozialpädagogin (FH),289.0,Reutlingen,Landesliste,gruenebeate.bsky.social,"Die Deutschen arbeiten zu wenig, sagen CDU und FDP. Dabei fielen letztes Jahr 1,3 Milliarden #Überstunden bei uns an, 774 Millionen davon unbezahlt. Gebe es dafür nur Mindestlohn, wären das 9,6 Mrd. Euro. Das ist ungerecht und Profit auf Kosten der Gesundheit der Beschäftigten.",2024-06-03 09:12:32.160,-5.728118644199841,negative,2024-06-03
45,11004857,Filiz Polat,1978-07-11,weiblich,Grünen,2021-10-26,2025-03-25,Dipl.-Volkswirtin,38.0,Osnabrück-Land,Landesliste,filiz-polat.de,"Sylt ist überall, der #Rassismus sitzt tief. Wo immer diese Zeilen angestimmt werden, braucht es eine deutliche Reaktion der Gesellschaft!",2024-06-03 09:19:40.064,-6.290842979228311,negative,2024-06-03
46,11004857,Filiz Polat,1978-07-11,weiblich,Grünen,2021-10-26,2025-03-25,Dipl.-Volkswirtin,38.0,Osnabrück-Land,Landesliste,filiz-polat.de,Sylt hat so eine Reaktion gestern gezeigt. Mehrere hundert Menschen haben in Westerland gegen Rechtsextremismus demonstriert. Danke dafür!,2024-06-03 09:20:27.760,2.941556330292544,positive,2024-06-03
47,11005162,Sascha Müller,1970-04-24,männlich,Grünen,2021-10-26,2025-03-25,Sportjournalist,245.0,Nürnberg-Süd,Landesliste,saschamk.bsky.social,"Scholz sagt schnelle Hilfe zu. Gut so. Aber von welchem Geld eigentlich? Wir brauchen dringend ein Sondervermögen Klimaanpassung, Klimaschutz und Katastrophenschutz! .bsky.social",2024-06-03 11:05:24.469,-0.900973217991493,neutral,2024-06-03
48,11005214,Christina-Johanne Schröder,1983-12-06,weiblich,Grünen,2021-10-26,2025-03-25,Sozialwissenschaftlerin,28.0,Delmenhorst - Wesermarsch - Oldenburg-Land,Landesliste,cjschroeder.de,"Die Bilder vom #Hochwasser in Bayern und Baden-Württemberg machen mich betroffen. Eine Jahrhundertflut jagt die nächste: - Winterflut in Niedersachsen & Osten, - Sturmflut in Schleswig-Holstein, - jetzt Bayern, Baden-Württemberg & Saarland. Hochwasser bedroht Existenzen. 1/2",2024-06-03 12:23:44.523,-3.0471627598024953,neutral,2024-06-03
49,11005214,Christina-Johanne Schröder,1983-12-06,weiblich,Grünen,2021-10-26,2025-03-25,Sozialwissenschaftlerin,28.0,Delmenhorst - Wesermarsch - Oldenburg-Land,Landesliste,cjschroeder.de,"Wir müssen akut Leben retten & Existenzen sichern. Langfristig müssen wir durch Klimaschutz unsere Zukunft schützen. In Gedanken bin ich bei den betroffenen Menschen. Mein Dank & Respekt gilt allen Helfer*innen, die seit Tagen in dieser schwierigen Lage im Dauereinsatz sind. 2/2",2024-06-03 12:23:57.008,3.235101058720801,positive,2024-06-03
50,11005214,Christina-Johanne Schröder,1983-12-06,weiblich,Grünen,2021-10-26,2025-03-25,Sozialwissenschaftlerin,28.0,Delmenhorst - Wesermarsch - Oldenburg-Land,Landesliste,cjschroeder.de,"„Die Miete ist zu hoch!“, kritisierten diesen Samstag Tausende auf den Straßen von Berlin. Das Bündnis #Mietenwahnsinn fordert zurecht Lösungen ein. Als Regierungskoalition haben wir vereinbart die hohen Mieten anzugehen. Die versprochenen Maßnahmen müssen jetzt kommen!",2024-06-03 12:26:27.587,-4.157861220053729,neutral,2024-06-03
51,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Vorsicht. Es wird ein gefährliches Spiel betrieben. Radikale versuchen an postkoloniale Mitte-Diskurse anzuknüpfen, so wie sie Islamfeindlichkeit vereinnahmen wollen. Lasst Euch davon nicht täuschen! Diesen Leuten geht's nur um eigene Macht, u dazu dient ihnen Hass. #Islamismus",2024-06-03 13:35:32.603,-6.0795419519748455,negative,2024-06-03
52,11005102,Michael Kellner,1977-05-08,männlich,Grünen,2021-10-26,2025-03-25,Politiker,57.0,Uckermark - Barnim I,Landesliste,mikellner.bsky.social,"Auf die Erfordernisse vor Ort eingehen, dies gilt nun bei den Fördermitteln für Kohleregionen – in Ost wie West. Wir flexibilisieren die Mittel, damit Projekte früher starten und Regionen besser in ihrem Rhythmus den Strukturwandel angehen können. Viel schneller als erwartet vollzieht sich der 1/2",2024-06-03 13:52:53.577,-0.4922772743945975,neutral,2024-06-03
53,11005102,Michael Kellner,1977-05-08,männlich,Grünen,2021-10-26,2025-03-25,Politiker,57.0,Uckermark - Barnim I,Landesliste,mikellner.bsky.social,"Wandel in Lausitz und Rheinischem Revier. Das ist gut, weil viele neue Industriejobs entstehen. Die Kohle ist nicht mehr die einzige wirtschaftliche Säule. Es ist wichtig, damit lokal gute Entscheidungen getroffen werden können, Mittel weder verfallen noch bis 2038 gewartet werden muss. Glück auf!",2024-06-03 13:53:54.082,3.055885064148604,positive,2024-06-03
54,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Mein tiefes Mitgefühl gilt den Angehörigen des verstorbenen Polizisten in #Mannheim. Klar ist: Es gibt null Toleranz für jegliche Arten von Gewalt gegen Andersdenkende oder staatliche Repräsentanten, unabhängig von der extremistischen Ausrichtung. 1/4",2024-06-03 15:44:16.886,-3.096236922323502,neutral,2024-06-03
55,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,Der mutmaßlich islamistisch motivierte Anschlag zeigt erneut die hohe Gefahrenlage. #Islamismus ist seit Jahren auf dem Schirm unserer Sicherheitsbehörden. Symbolische Slogans reichen nicht - wir brauchen stabile Programme zur #Deradikalisierung und #Prävention. #Sicherheit 2/4,2024-06-03 15:44:37.170,-4.173902980006069,neutral,2024-06-03
56,11005095,Lamya Kaddor,1978-06-11,weiblich,Grünen,2021-10-26,2025-03-25,"Islamwissenschaftlerin, Lehrerin für islamischen Religionsunterricht, Publizistin",115.0,Duisburg I,Landesliste,lamyakaddor.bsky.social,"Wir müssen öffentliche Veranstaltungen und Versammlungen besser absichern, um den friedlichen demokratischen Prozess zu schützen. Besonders wichtig ist dabei die Gefahrenanalyse und die Präsenz vor Ort. Die #Radikalisierung über soziale Medien müssen wir stärker bekämpfen. 3/4",2024-06-03 15:44:52.594,-1.0990828299122943,neutral,2024-06-03
