id,full_name,birthdate,gender,faction,faction_start,faction_end,profession,district_number,district_name,mandate,clean_handle
11005498,Kurt Kleinschmidt,1967-02-07,männlich,AfD,2025-03-25,,Pensionär (Soldat a. D.),2.0,Nordfriesland – Dithmarschen Nord,Landesliste,
11005478,Lars Haise,1989-03-23,männlich,AfD,2025-03-25,,Lokomotivführer,264.0,Waiblingen,Landesliste,
11005566,Lars Schieske,1977-01-01,männlich,AfD,2025-03-25,,,64.0,Cottbus – Spree-Neiße,Direktwahl,
11004761,Leif-Erik Holm,1970-08-01,männlich,AfD,2025-03-25,,Ökonom (M. Sc.),12.0,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Direktwahl,
11005552,Lukas Rehm,1990-02-05,männlich,AfD,2025-03-25,,Personalsachbearbeiter,215.0,Ingolstadt,Landesliste,
11005315,Manfred Schiller,1961-09-23,männlich,AfD,2025-03-25,,"Radio- und Fernsehtechniker, selbstständig",234.0,Weiden,Landesliste,
11005513,Manuel Krauthausen,1992-05-12,männlich,AfD,2025-03-25,,"Schornsteinfeger, Gebäude-Energieberater",,,Landesliste,
11004669,Marc Bernhard,1972-02-05,männlich,AfD,2025-03-25,,"Rechtsanwalt, MBA",271.0,Karlsruhe-Stadt,Landesliste,
11005548,Marcel Queckemeyer,1980-09-14,männlich,AfD,2025-03-25,,Industriekaufmann (Vertriebsleiter),38.0,Osnabrück-Land,Landesliste,
11004687,Marcus Bühl,1977-04-29,männlich,AfD,2025-03-25,,Dipl.-Informatiker (M. Sc.) (FH),191.0,Gotha – Ilm-Kreis,Direktwahl,
11004721,Markus Frohnmaier,1991-02-25,männlich,AfD,2025-03-25,,Pressesprecher,260.0,Böblingen,Landesliste,
11005523,Markus Matzerath,1970-12-03,männlich,AfD,2025-03-25,,Polizeivollzugsbeamter i.d. Bundespolizei,,,Landesliste,
11004862,Martin Erwin Renner,1954-05-05,männlich,AfD,2025-03-25,,Dipl.-Betriebswirt,103.0,Mettmann I,Landesliste,
11004749,Martin Hess,1971-01-11,männlich,AfD,2025-03-25,,Polizeihauptkommissar a. D.,265.0,Ludwigsburg,Landesliste,
11004859,Martin Reichardt,1969-07-30,männlich,AfD,2025-03-25,,"Offizier, Dipl.-Pädagoge",72.0,Burgenland – Saalekreis,Direktwahl,
11004892,Martin Sichert,1980-06-10,männlich,AfD,2025-03-25,,Dipl.-Kaufmann,26.0,Friesland – Wilhelmshaven – Wittmund,Landesliste,
11005496,Martina Kempf,1964-03-31,weiblich,AfD,2025-03-25,,Juristin,281.0,Freiburg,Landesliste,
11005597,Martina Uhr,1961-03-26,weiblich,AfD,2025-03-25,,Medizinische Fachkraft,25.0,Unterems,Landesliste,
11005607,Mathias Weiser,1986-12-05,männlich,AfD,2025-03-25,,kaufmännischer Leiter,165.0,Vogtlandkreis,Direktwahl,
11005079,Matthias Helferich,1988-10-14,männlich,AfD,2025-03-25,,Rechtsanwalt,142.0,Dortmund II,Landesliste,
11005157,Matthias Moosdorf,1965-04-20,männlich,AfD,2025-03-25,,"Musiker, Hochschullehrer",164.0,Zwickau,Direktwahl,
11005555,Matthias Rentzsch,1977-09-23,männlich,AfD,2025-03-25,,,159.0,Dresden II – Bautzen II,Direktwahl,
11005499,Maximilian Kneller,1993-10-20,männlich,AfD,2025-03-25,,Wissenschaftlicher Mitarbeiter,131.0,Bielefeld – Gütersloh II,Landesliste,
11005454,Micha Fehre,1997-04-18,männlich,AfD,2025-03-25,,Unternehmer,42.0,Stadt Hannover II,Landesliste,
11005479,Mirco Hanker,1966-02-02,männlich,AfD,2025-03-25,,Dipl.-Kaufmann,50.0,Braunschweig,Landesliste,
11005483,Nicole Hess,1973-07-22,weiblich,AfD,2025-03-25,,"Industriekauffrau, Purser, Synchronsprecher",,,Landesliste,
11004753,Nicole Höchst,1970-02-10,weiblich,AfD,2025-03-25,,,200.0,Kreuznach,Landesliste,nicolehoechst-mdb.bsky.social
11005486,Olaf Hilmer,1972-02-17,männlich,AfD,2025-03-25,,Dipl.-Logistiker,,,Landesliste,
11005586,Otto Strauß,1954-02-19,männlich,AfD,2025-03-25,,Dachdeckermeister in Rente,,,Landesliste,
11004675,Peter Boehringer,1969-04-06,männlich,AfD,2025-03-25,,"Publizist, Kaufmann",231.0,Amberg,Landesliste,
11005423,Peter Bohnhof,1962-12-14,männlich,AfD,2025-03-25,,Rechtsanwalt,,,Landesliste,
11004714,Peter Felser,1969-09-20,männlich,AfD,2025-03-25,,Unternehmer,,,Landesliste,
11005517,Pierre Lamely,1981-01-12,männlich,AfD,2025-03-25,,"Heizungsmonteur, Assistent EU-Parlament (beurlaubt)",173.0,Fulda,Landesliste,
11005476,Prof. Dr. Ingo Hahn,1971-01-28,männlich,AfD,2025-03-25,,Professor,222.0,Bad Tölz-Wolfratshausen – Miesbach,Landesliste,
11005100,Prof. Dr. Michael Kaufmann,1964-04-21,männlich,AfD,2025-03-25,,"Ingenieur, Hochschullehrer",194.0,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,Direktwahl,
11005564,Raimond Scheirich,1990-03-21,männlich,AfD,2025-03-25,,Umweltingenieur,251.0,Augsburg-Stadt,Landesliste,
11005462,Rainer Galla,1961-09-23,männlich,AfD,2025-03-25,,Volljurist,63.0,Frankfurt (Oder) – Oder-Spree,Direktwahl,
11005473,Rainer Groß,1960-08-09,männlich,AfD,2025-03-25,,Rechtsanwalt,,,Landesliste,
11005531,Reinhard Mixl,1961-01-11,männlich,AfD,2025-03-25,,"Dipl.-Betriebswirt (FH), Wirtschaftsberater",233.0,Schwandorf,Landesliste,
11005026,René Bochmann,1969-02-04,männlich,AfD,2025-03-25,,Bürokaufmann,150.0,Nordsachsen,Direktwahl,
11004900,René Springer,1979-07-15,männlich,AfD,2025-03-25,,Politikwissenschaftler,59.0,Märkisch-Oderland – Barnim II,Direktwahl,
11005591,Robert Teske,1990-03-08,männlich,AfD,2025-03-25,,,195.0,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,Direktwahl,
11005493,Robin Jünger,1996-07-10,männlich,AfD,2025-03-25,,"Unternehmer, gelernter Kaufmann",172.0,Gießen,Landesliste,
11005497,Rocco Kever,1979-12-31,männlich,AfD,2025-03-25,,Stellv. Geschäftsführer,40.0,Nienburg II – Schaumburg,Landesliste,
11005468,Ronald Gläser,1973-12-16,männlich,AfD,2025-03-25,,Journalist,75.0,Berlin-Pankow,Landesliste,
11005561,Ruben Rupp,1990-05-28,männlich,AfD,2025-03-25,,Gelernter Kaufmann im Einzelhandel / Wissenschaftlicher Referent,269.0,Backnang – Schwäbisch Gmünd,Landesliste,
11004807,Rüdiger Lucassen,1951-08-19,männlich,AfD,2025-03-25,,Mitglied des Deutschen Bundestag,91.0,Euskirchen – Rhein-Erft-Kreis II,Landesliste,
11005520,Sascha Lensing,1973-09-13,männlich,AfD,2025-03-25,,Polizeibeamter,115.0,Duisburg II,Landesliste,
11005521,Sebastian Maack,1969-06-21,männlich,AfD,2025-03-25,,Dipl.-Wirtschaftsingenieur,76.0,Berlin-Reinickendorf,Landesliste,
11004836,Sebastian Münzenmaier,1989-07-02,männlich,AfD,2025-03-25,,Finanzanlagen- und Versicherungsfachmann (IHK),208.0,Kaiserslautern,Landesliste,
11005529,Sergej Minich,1987-03-18,männlich,AfD,2025-03-25,,,54.0,Bremen I,Landesliste,
11005500,Sieghard Knodel,1961-02-13,männlich,AfD,2025-03-25,,"Betriebswirt, Landmaschinenmeister",,,Landesliste,
11005480,Stefan Henze,1965-07-17,männlich,AfD,2025-03-25,,Finanz/Bilanzbuchhalter,47.0,Hannover-Land II,Landesliste,
11004778,Stefan Keuter,1972-08-19,männlich,AfD,2025-03-25,,Bankkaufmann,119.0,Essen III,Landesliste,
11005532,Stefan Möller,1975-03-23,männlich,AfD,2025-03-25,,"Rechtsanwalt, Syndikusrechtsanwalt",189.0,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,Direktwahl,
11005576,Stefan Schröder,1983-05-30,männlich,AfD,2025-03-25,,Historiker,190.0,Jena – Sömmerda – Weimarer Land I,Direktwahl,
11005092,Steffen Janich,1971-01-22,männlich,AfD,2025-03-25,,Polizist,157.0,Sächsische Schweiz-Osterzgebirge,Direktwahl,
11004791,Steffen Kotré,1971-04-29,männlich,AfD,2025-03-25,,Dipl.-Ingenieur,62.0,Dahme-Spreewald – Teltow-Fläming III,Direktwahl,
11004678,Stephan Brandner,1966-05-29,männlich,AfD,2025-03-25,,"Rechtsanwalt, Industriekaufmann",193.0,Gera – Greiz – Altenburger Land,Direktwahl,
11004858,Stephan Protschka,1977-11-08,männlich,AfD,2025-03-25,,selbständig,229.0,Rottal-Inn,Landesliste,
11005609,Sven Wendorf,1972-02-14,männlich,AfD,2025-03-25,,Verwaltungsfachangestellter,8.0,Segeberg – Stormarn-Mitte,Landesliste,
11005042,Thomas Dietz,1967-03-12,männlich,AfD,2025-03-25,,MdB,163.0,Erzgebirgskreis I,Direktwahl,
11005456,Thomas Fetsch,1969-07-07,männlich,AfD,2025-03-25,,,187.0,Bergstraße,Landesliste,
11005509,Thomas Korell,1983-07-29,männlich,AfD,2025-03-25,,Dachdecker,66.0,Altmark – Jerichower Land,Direktwahl,
11005516,Thomas Ladzinski,1989-03-16,männlich,AfD,2025-03-25,,"Dipl.-Ingenieur, Projektleiter Digitalisierung",158.0,Dresden I,Direktwahl,
11005585,Thomas Stephan,1970-08-20,männlich,AfD,2025-03-25,,Versicherungs- und Finanzanlagenfachmann,207.0,Neustadt – Speyer,Landesliste,
11004695,Tino Chrupalla,1975-04-14,männlich,AfD,2025-03-25,,Maler- und Lackierermeister,156.0,Görlitz,Direktwahl,
11005446,Tobias Ebenberger,1990-08-02,männlich,AfD,2025-03-25,,Content Creator,96.0,Rhein-Sieg-Kreis I,Landesliste,
11004850,Tobias Matthias Peterka,1982-09-04,männlich,AfD,2025-03-25,,Jurist,236.0,Bayreuth,Landesliste,
11005590,Tobias Teich,1984-01-06,männlich,AfD,2025-03-25,,"Außenhandelskaufmann, Versicherungsfachmann",217.0,München-Ost,Landesliste,
11005429,Torben Braga,1991-08-27,männlich,AfD,2025-03-25,,Politikwissenschaftler,,,Landesliste,
11004743,Udo Theodor Hemmelgarn,1959-05-04,männlich,AfD,2025-03-25,,"Bauträger, Immobilienentwickler",134.0,Lippe I,Landesliste,
11005621,Ulrich Zons,1968-09-11,männlich,AfD,2025-03-25,,Rechtsanwalt,145.0,Soest,Landesliste,
11004873,Ulrike Schielke-Ziesing,1969-06-17,weiblich,AfD,2025-03-25,,"Deutsche Rentenversicherung, gehobener Dienst",17.0,Mecklenburgische Seenplatte II – Landkreis Rostock III,Direktwahl,
11004888,Uwe Schulz,1961-12-12,männlich,AfD,2025-03-25,,Leitender Angestellter,,,Landesliste,
11005565,Volker Scheurell,1967-01-01,männlich,AfD,2025-03-25,,"Tischler, Dachdecker",70.0,Anhalt – Dessau – Wittenberg,Direktwahl,
11004933,Wolfgang Wiehle,1964-10-20,männlich,AfD,2025-03-25,,Dipl.-Informatiker,218.0,München-Süd,Landesliste,
11004106,Agnes Malczak,1985-02-08,weiblich,Grünen,2025-03-25,,,294.0,Ravensburg,Landesliste,
11005011,Andreas Audretsch,1984-06-25,männlich,Grünen,2025-03-25,,Sozialwissenschaftler,81.0,Berlin-Neukölln,Landesliste,andreasaudretsch.de
11004245,Annalena Baerbock,1980-12-15,weiblich,Grünen,2025-03-25,,Völkerrechtlerin,61.0,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Landesliste,albaerbock.bsky.social
11005237,Awet Tesfaiesus,1974-10-05,weiblich,Grünen,2025-03-25,,Rechtsanwältin,168.0,Werra-Meißner – Hersfeld-Rotenburg,Landesliste,awettesfaiesus.bsky.social
11005405,Ayse Asar,1975-12-19,weiblich,Grünen,2025-03-25,,Rechtsanwältin,177.0,Rheingau-Taunus – Limburg,Landesliste,ayseasar.bsky.social
11005155,Boris Mijatović,1974-02-04,männlich,Grünen,2025-03-25,,Angestellter,167.0,Kassel,Landesliste,boris-mijatovic.bsky.social
11003764,Britta Haßelmann,1961-12-10,weiblich,Grünen,2025-03-24,,Sozialarbeiterin,131.0,Bielefeld – Gütersloh II,Landesliste,britta-hasselmann.de
11005111,Chantal Kopf,1995-03-20,weiblich,Grünen,2025-03-25,,Politikwissenschaftlerin,281.0,Freiburg,Direktwahl,chantalkopf.bsky.social
11004830,Claudia Müller,1981-08-10,weiblich,Grünen,2025-03-25,,Betriebswirtin,15.0,Vorpommern-Rügen – Vorpommern-Greifswald I,Landesliste,gruenclaudia.bsky.social
11003212,Claudia Roth,1955-05-15,weiblich,Grünen,2025-03-25,,,251.0,Augsburg-Stadt,Landesliste,claudiaroth.bsky.social
11004390,Corinna Rüffer,1975-10-11,weiblich,Grünen,2025-03-25,,Poltikerin,202.0,Trier,Landesliste,corinna-rueffer.de
11005045,Deborah Düring,1994-07-18,weiblich,Grünen,2025-03-25,,,181.0,Frankfurt am Main I,Landesliste,deborah-duering.de
11005133,Denise Loop,1994-05-19,weiblich,Grünen,2025-03-25,,Sozialarbeiterin,2.0,Nordfriesland – Dithmarschen Nord,Landesliste,
11005401,Dr. Alaa Alhamwi,1984-04-17,männlich,Grünen,2025-03-25,,Energieforscher,27.0,Oldenburg – Ammerland,Landesliste,alaa-alhamwi.bsky.social
11003585,Dr. Anna Lührmann,1983-06-14,weiblich,Grünen,2025-03-25,,Politikwissenschaftlerin,180.0,Main-Taunus,Landesliste,annaluehrmann.bsky.social‬
11003772,Dr. Anton Hofreiter,1970-02-02,männlich,Grünen,2025-03-25,,Biologe,220.0,München-Land,Landesliste,hofreiter.bsky.social‬
11004255,Dr. Franziska Brantner,1979-08-24,weiblich,Grünen,2025-03-25,,Sozialwissenschaftlerin,274.0,Heidelberg,Landesliste,franziskabrantner.de‬
11004353,Dr. Irene Mihalic,1976-11-17,weiblich,Grünen,2025-03-24,,Polizeibeamtin,122.0,Gelsenkirchen,Landesliste,irene-mihalic.de‬
11005065,Dr. Jan-Niclas Gesenhues,1990-02-12,männlich,Grünen,2025-03-25,,"Volkswirt, MdB",127.0,Steinfurt III,Landesliste,gesenhues.bsky.social‬
11004962,Dr. Janosch Dahmen,1981-09-06,männlich,Grünen,2025-03-25,,Arzt,138.0,Ennepe-Ruhr-Kreis II,Landesliste,janoschdahmenmdb.de‬
11004429,Dr. Julia Verlinden,1979-01-18,weiblich,Grünen,2025-03-25,,Dipl.-Umweltwissenschaftlerin,37.0,Lüchow-Dannenberg – Lüneburg,Landesliste,
11004773,Dr. Kirsten Kappert-Gonther,1966-11-03,weiblich,Grünen,2025-03-25,,Fachärztin für Psychatrie und Psychotherapie,54.0,Bremen I,Landesliste,kirstenkappert.bsky.social‬
11004123,Dr. Konstantin Notz,1971-01-21,männlich,Grünen,2025-03-25,,Rechtsanwalt,10.0,Herzogtum Lauenburg – Stormarn-Süd,Landesliste,
11005474,Dr. Lena Gumnior,1992-12-10,weiblich,Grünen,2025-03-25,,Juristin/Rechtsanwältin,34.0,Osterholz – Verden,Landesliste,
11005484,Dr. Moritz Heuberger,1991-02-11,männlich,Grünen,2025-03-25,,Verwaltungswissenschaftler,80.0,Berlin-Tempelhof-Schöneberg,Direktwahl,moritzheuberger.bsky.social‬
11005167,Dr. Ophelia Nick,1973-01-24,weiblich,Grünen,2025-03-25,,"Tierärztin, Bundestagsabgeordnete",104.0,Mettmann II,Landesliste,ophelia-nick.de‬
11005180,Dr. Paula Piechotta,1986-09-19,weiblich,Grünen,2025-03-25,,Ärztin,152.0,Leipzig II,Landesliste,paulapiechotta.de
11005074,Dr. Robert Habeck,1969-09-02,männlich,Grünen,2025-03-25,,Schriftsteller,1.0,Flensburg – Schleswig,Landesliste,robert-habeck.de‬
11005039,Dr. Sandra Detzer,1980-04-21,weiblich,Grünen,2025-03-25,,Politikwissenschaftlerin,265.0,Ludwigsburg,Landesliste,sandradetzer.bsky.social
11005201,Dr. Sebastian Schäfer,1979-07-11,männlich,Grünen,2025-03-25,,Wirtschaftswissenschaftler,261.0,Esslingen,Landesliste,
11005228,Dr. Till Steffen,1973-07-22,männlich,Grünen,2025-03-25,,Rechtsanwalt,20.0,Hamburg-Eimsbüttel,Direktwahl,tillsteffen.de‬
11005145,Dr. Zoe Mayer,1995-08-07,weiblich,Grünen,2025-03-25,,Doktorin der Ingenieurwissenschaften (Dr.-Ing.),271.0,Karlsruhe-Stadt,Direktwahl,zoegruene.bsky.social
11005016,Felix Banaszak,1989-10-24,männlich,Grünen,2025-03-25,,,115.0,Duisburg II,Landesliste,
11004857,Filiz Polat,1978-07-11,weiblich,Grünen,2025-03-25,,Dipl.-Volkswirtin,38.0,Osnabrück-Land,Landesliste,filiz-polat.de
11005230,Hanna Steinmüller,1993-04-09,weiblich,Grünen,2025-03-25,,Sozialwissenschaftlerin,74.0,Berlin-Mitte,Direktwahl,hanna-steinmueller.de
11004215,Harald Ebner,1964-07-08,männlich,Grünen,2025-03-25,,Agraringenieur,268.0,Schwäbisch Hall – Hohenlohe,Landesliste,ebnerharald.bsky.social
